#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
46206  48.840 -126.000 2021 05 26 13 00 180   4.0   5.0  0.8  15   MM  MM 1020.9  -0.8  10.5  11.3    MM   MM     MM
46207  50.870 -129.920 2021 05 26 13 00 150  15.0  18.0  1.8   5   MM  MM 1011.3  -4.0   9.2  10.4    MM   MM     MM
46208  52.520 -132.690 2021 05 26 13 00 110   9.0  12.0  1.3   4   MM  MM 1009.6    MM   7.8   9.5    MM   MM     MM
46211  46.857 -124.244 2021 05 26 13 26  MM    MM    MM  0.9   9  6.0 279     MM    MM    MM  11.7    MM   MM     MM
46213  40.295 -124.732 2021 05 26 13 26  MM    MM    MM  1.6   7  5.6 309     MM    MM    MM  10.9    MM   MM     MM
46214  37.937 -123.463 2021 05 26 13 26  MM    MM    MM  2.9   8  6.5 316     MM    MM    MM   9.9    MM   MM     MM
46215  35.204 -120.859 2021 05 26 13 26  MM    MM    MM  1.5  15  6.6 203     MM    MM    MM  13.3    MM   MM     MM
46218  34.452 -120.780 2021 05 26 13 26  MM    MM    MM  2.4   7  5.9 306     MM    MM    MM  11.4    MM   MM     MM
46219  33.219 -119.872 2021 05 26 13 26  MM    MM    MM  3.0   7  6.4 310     MM    MM    MM  14.0    MM   MM     MM
46221  33.860 -118.641 2021 05 26 13 26  MM    MM    MM  1.6  15  6.7 198     MM    MM    MM  16.8    MM   MM     MM
46222  33.618 -118.317 2021 05 26 13 21  MM    MM    MM  1.4   7  6.5 269     MM    MM    MM  17.3    MM   MM     MM
46224  33.178 -117.472 2021 05 26 13 26  MM    MM    MM  1.1  14  7.5 192     MM    MM    MM  18.8    MM   MM     MM
46225  32.933 -117.391 2021 05 26 13 26  MM    MM    MM  1.3  15  8.5 204     MM    MM    MM  17.6    MM   MM     MM
46229  43.770 -124.549 2021 05 26 13 26  MM    MM    MM  1.0  10  6.5 275     MM    MM    MM  12.2    MM   MM     MM
46232  32.517 -117.425 2021 05 26 13 26  MM    MM    MM  1.5  15  8.1 197     MM    MM    MM  17.8    MM   MM     MM
46235  32.570 -117.169 2021 05 26 13 26  MM    MM    MM  1.0  15  6.7 229     MM    MM    MM  16.1    MM   MM     MM
46237  37.788 -122.632 2021 05 26 13 30  MM    MM    MM  1.7   8  6.6 284     MM    MM    MM  12.6    MM   MM     MM
46239  36.335 -122.104 2021 05 26 13 26  MM    MM    MM  2.2   8  6.0 308     MM    MM    MM  11.1    MM   MM     MM
46240  36.626 -121.907 2021 05 26 13 26  MM    MM    MM  0.8  11  5.9 342     MM    MM    MM  13.5    MM   MM     MM
46244  40.896 -124.357 2021 05 26 13 26  MM    MM    MM  1.5   7  5.3 302     MM    MM    MM   9.9    MM   MM     MM
46248  46.133 -124.644 2021 05 26 13 26  MM    MM    MM  1.0   9  6.4 292     MM    MM    MM  11.8    MM   MM     MM
46251  33.769 -119.565 2021 05 26 13 26  MM    MM    MM  1.6  15  5.5 191     MM    MM    MM  14.2    MM   MM     MM
46253  33.576 -118.181 2021 05 26 13 26  MM    MM    MM  1.4   8  6.6 279     MM    MM    MM  17.2    MM   MM     MM
46254  32.868 -117.267 2021 05 26 13 26  MM    MM    MM  0.9   8  6.7 292     MM    MM    MM  19.1    MM   MM     MM
46256  33.700 -118.201 2021 05 26 13 26  MM    MM    MM  1.1  15  8.5 193     MM    MM    MM  16.3    MM   MM     MM
46258  32.752 -117.501 2021 05 26 13 26  MM    MM    MM  1.4  15  7.6 209     MM    MM    MM  17.5    MM   MM     MM
46259  34.767 -121.498 2021 05 26 13 26  MM    MM    MM  2.7   8  6.5 321     MM    MM    MM  12.3    MM   MM     MM
46264  57.479 -151.695 2021 05 26 13 26  MM    MM    MM  1.5  10  6.7 205     MM    MM    MM   6.5    MM   MM     MM
46266  32.957 -117.279 2021 05 26 13 00  MM    MM    MM  0.9  15  7.2 236     MM    MM  17.2  19.0    MM   MM     MM
46267  48.173 -123.607 2021 05 26 13 30  MM    MM    MM  0.4   4  3.8 304     MM    MM    MM   9.1    MM   MM     MM
46268  34.022 -118.578 2021 05 26 13 00  MM    MM    MM  0.8  15  6.7 205     MM    MM  16.1  16.3    MM   MM     MM
46269  36.934 -122.034 2021 05 26 13 30  MM    MM    MM  1.1  15  6.2 192     MM    MM   9.8  13.8    MM   MM     MM
46303  49.020 -123.430 2021 05 26 13 00 140   6.0   7.0  0.2   2   MM  MM 1020.6  +0.4  11.9  12.5    MM   MM     MM
46304  49.300 -123.360 2021 05 26 13 00 110   6.0   7.0  0.4   3   MM  MM 1020.6  +0.2  12.6  15.1    MM   MM     MM
51000  23.528 -153.792 2021 05 26 13 40 120   3.0   4.0   MM  MM   MM  MM 1019.7    MM  23.2  24.6  19.6   MM     MM
51001  24.453 -162.000 2021 05 26 13 40  20   1.0   2.0   MM  MM   MM  MM 1019.7    MM  24.1  25.5  20.3   MM     MM
51002  17.043 -157.742 2021 05 26 13 40  80   8.0   9.0   MM  MM   MM  MM 1016.9    MM  25.2  25.7  21.6   MM     MM
51003  19.196 -160.639 2021 05 26 13 40  60   4.0   5.0   MM  MM   MM  MM 1018.3    MM  24.9  26.2  20.3   MM     MM
51004  17.533 -152.255 2021 05 26 13 40  80   7.0   9.0   MM  MM   MM  MM 1016.1    MM  24.2  24.9  21.1   MM     MM
51101  24.361 -162.075 2021 05 26 13 40  80   1.0   2.0   MM  MM  8.3  60 1019.9    MM  24.3  25.9  20.9   MM     MM
51201  21.671 -158.117 2021 05 26 13 27  MM    MM    MM  0.9  12  7.2 307     MM    MM    MM  25.7    MM   MM     MM
51205  21.019 -156.422 2021 05 26 13 26  MM    MM    MM  1.2   9  6.2  79     MM    MM    MM  24.8    MM   MM     MM
51208  22.285 -159.574 2021 05 26 13 26  MM    MM    MM  1.0  11  7.9 316     MM    MM    MM  25.8    MM   MM     MM
51209 -14.273 -170.500 2021 05 26 13 46  MM    MM    MM  2.0  12  7.4 185     MM    MM    MM  29.1    MM   MM     MM
51211  21.297 -157.959 2021 05 26 13 30  MM    MM    MM  0.8  15  7.1 168     MM    MM    MM  25.6    MM   MM     MM
51212  21.323 -158.149 2021 05 26 13 26  MM    MM    MM  0.9  15  9.4 196     MM    MM    MM  25.8    MM   MM     MM
51213  20.750 -157.003 2021 05 26 12 56  MM    MM    MM  1.0  17  8.3 186     MM    MM    MM  25.6    MM   MM     MM
51WH0  22.000 -158.000 2021 05 26 13 30  MM    MM    MM   MM  MM   MM  MM 1018.8    MM    MM  25.1    MM   MM     MM
52200  13.354  144.788 2021 05 26 13 26  MM    MM    MM  2.0   7  5.7  98     MM    MM    MM  29.5    MM   MM     MM
52202  13.682  144.806 2021 05 26 13 26  MM    MM    MM  1.6   8  5.7  84     MM    MM    MM  29.1    MM   MM     MM
52211  15.268  145.662 2021 05 26 13 26  MM    MM    MM  1.0  10  5.1  68     MM    MM    MM  29.1    MM   MM     MM
62001  45.230   -5.000 2021 05 26 13 00 290   2.6    MM  1.5  MM    7  MM 1022.0    MM    MM    MM    MM   MM     MM
62029  48.720  -12.430 2021 05 26 13 00 190   7.7    MM   MM  MM   MM  MM 1017.7    MM  12.8  12.7  11.7   MM     MM
62050  50.000   -4.400 2021 05 26 13 00  MM    MM    MM   MM  MM   MM  MM 1018.0    MM  11.9    MM  10.4   MM     MM
62081  51.000  -13.550 2021 05 26 13 00 160   6.7    MM   MM  MM   MM  MM 1016.4    MM  32.4  12.2  30.8   MM     MM
62103  49.900   -2.900 2021 05 26 13 00 230   7.2    MM  0.7  MM    8  MM 1018.1  +0.5  11.3  11.5   9.4   11     MM
62107  50.102   -6.100 2021 05 26 13 00 290   5.1    MM  1.4  MM    7  MM 1018.6    MM  11.3  11.5   9.0   11     MM
62114  58.300    0.000 2021 05 26 12 00 360   8.2    MM   MM  MM   MM  MM 1013.0  +0.0   9.8    MM   7.6   MM     MM
62121  53.500    2.700 2021 05 26 12 00 340   6.2    MM   MM  MM   MM  MM 1009.6  +1.2   9.7    MM   9.2   MM     MM
62124  53.600   -3.600 2021 05 26 12 00 330    MM    MM   MM  MM   MM  MM 1016.4  +0.5  10.2    MM   7.1   MM     MM
62130  58.700    1.300 2021 05 26 12 00  20    MM    MM  1.5  MM   MM  MM 1011.1  -0.3  11.0    MM   7.8    5     MM
62135  54.200    1.600 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM 1011.1  +1.4   9.8    MM   9.0   MM     MM
62144  53.400    1.700 2021 05 26 12 00 320   5.7    MM  1.2  MM    4  MM 1010.8  +0.9   9.6    MM   9.2    5     MM
62145  53.102    2.800 2021 05 26 12 00 290   8.8    MM  1.6  MM    5  MM 1010.2  +0.3   9.5    MM   8.6    2     MM
62146  57.200    2.100 2021 05 26 12 00 360   8.2    MM  0.9  MM    4  MM 1009.8  +0.1   9.6    MM   7.8   11     MM
62148  53.600    1.500 2021 05 26 12 00 320   5.7    MM   MM  MM   MM  MM 1011.3  +1.0   9.6    MM   9.1   MM     MM
62149  53.700    1.100 2021 05 26 12 00 340   6.7    MM  1.0  MM    4  MM 1012.1  +1.6  11.4    MM   9.4    5     MM
62150  53.600    0.700 2021 05 26 12 00 330   1.5    MM   MM  MM   MM  MM 1013.2  +1.5   9.6    MM   9.4    5     MM
62163  47.550   -8.470 2021 05 26 13 00 270   5.1    MM  1.6  MM    6  MM 1020.8    MM  13.3    MM  11.5   MM     MM
62164  57.200    0.800 2021 05 26 12 00 350   8.2    MM   MM  MM   MM  MM 1011.7  +0.0    MM    MM    MM    1     MM
62165  54.000    1.100 2021 05 26 12 00 340   6.7    MM  0.9  MM    4  MM 1012.4  +2.0   9.8    MM   9.2   11     MM
62304  51.102    1.800 2021 05 26 13 00 240   8.2    MM  0.3  MM    5  MM 1014.1  +0.7  11.4  11.5   8.0   27     MM
62305  50.400    0.000 2021 05 26 13 00 240   9.3    MM  0.9  MM    6  MM 1015.9  +0.6  11.2  11.4   9.2   11     MM
62442  49.000  -16.500 2021 05 26 13 00  MM    MM    MM   MM  MM   MM  MM 1011.6    MM  13.6    MM  13.5   MM     MM
63110  59.500    1.500 2021 05 26 12 00  20   9.3    MM  2.5  MM    7  MM 1012.5  +0.0  13.8    MM   9.0    2     MM
63112  61.100    1.000 2021 05 26 12 00  50  11.8    MM  3.4  MM    7  MM 1014.6  -0.4   9.1    MM   6.9    5     MM
63115  61.600    1.300 2021 05 26 12 00  20  11.8    MM  3.2  MM    7  MM 1015.7  -0.4   8.6    MM   6.9    5     MM
63117  61.400    1.100 2021 05 26 12 00  40  12.9    MM   MM  MM   MM  MM 1015.3  -0.4    MM    MM    MM    5     MM
64045  59.150  -11.790 2021 05 26 13 00  50   6.7    MM  1.8  MM    7  MM 1022.0  +0.0   9.1  10.0    MM   MM     MM
64046  60.483   -4.167 2021 05 26 13 00  30  10.8    MM  2.5  MM    7  MM 1019.2    MM   8.6    MM   6.0   MM     MM
AMAA2  58.915 -151.952 2021 05 26 13 30 250  19.6  22.7   MM  MM   MM  MM 1012.2    MM   7.7    MM   4.0   MM     MM
APNM4  45.060  -83.424 2021 05 26 13 40 270   6.7   8.8   MM  MM   MM  MM     MM    MM  19.0    MM    MM   MM     MM
AUGA2  59.378 -153.348 2021 05 26 13 30 280   7.2  10.3   MM  MM   MM  MM     MM    MM  16.9    MM    MM   MM     MM
BDVF1  25.478  -80.989 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.5    MM   MM  -0.50
BHRI3  41.646  -87.147 2021 05 26 13 40 210   2.1   3.1   MM  MM   MM  MM 1015.6    MM  18.9    MM    MM   MM     MM
BIGM4  46.827  -87.727 2021 05 26 13 40 330   5.7  11.8   MM  MM   MM  MM 1010.5    MM  11.8    MM    MM   MM     MM
BKYF1  25.119  -80.834 2021 05 26 13 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.3    MM   MM  -0.53
BLIA2  60.839 -146.884 2021 05 26 13 30 220   2.1   2.1   MM  MM   MM  MM 1014.3    MM   7.4    MM    MM   MM     MM
BLTA2  58.455 -135.889 2021 05 26 13 26 210   2.1   3.6   MM  MM   MM  MM     MM    MM   7.8    MM    MM   MM     MM
BNKF1  25.087  -80.519 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.8    MM   MM  -0.72
BOBF1  25.027  -80.681 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.0    MM   MM  -0.62
BSBM4  44.055  -86.514 2021 05 26 13 40 200   4.6   5.7   MM  MM   MM  MM 1013.5    MM  12.5    MM    MM   MM     MM
BURL1  28.905  -89.428 2021 05 26 13 00  MM   2.1   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
BUZM3  41.397  -71.033 2021 05 26 13 00 220  11.3  12.4   MM  MM   MM  MM 1018.6  -0.6    MM    MM    MM   MM     MM
CBRW3  45.198  -87.360 2021 05 26 13 40 230   1.0   5.7   MM  MM   MM  MM     MM    MM  18.1    MM    MM   MM     MM
CDEA2  56.001 -134.136 2021 05 26 13 22  50   2.1   3.6   MM  MM   MM  MM 1015.0    MM   6.3    MM   4.4   MM     MM
CDRF1  29.136  -83.029 2021 05 26 13 00 170   6.7   7.7   MM  MM   MM  MM 1023.5  +1.1  24.4    MM  20.7   MM     MM
CHDS1  33.661  -82.199 2021 05 26 13 20  MM   0.0   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
CHII2  41.916  -87.572 2021 05 26 13 30 220   5.1   5.7   MM  MM   MM  MM     MM    MM  19.1    MM  18.7   MM     MM
CLBF1  27.736  -82.686 2021 05 26 12 54 110   2.6   4.1   MM  MM   MM  MM 1022.8    MM  24.9    MM    MM   MM     MM
CLKN7  34.622  -76.525 2021 05 26 13 00 220   3.6   5.1   MM  MM   MM  MM 1023.3  +0.5  24.4    MM    MM   MM     MM
CLSM4  42.471  -82.877 2021 05 26 13 00 250   4.1   6.2   MM  MM   MM  MM 1013.9  +0.7  20.6    MM    MM   MM     MM
CMLN3  43.070  -70.700 2021 05 26 11 04 130   4.1    MM   MM  MM   MM  MM     MM    MM  14.8  13.4    MM   MM     MM
CMPO1  41.547  -83.015 2021 05 26 12 30 230   3.6   5.7   MM  MM   MM  MM     MM    MM  21.6    MM    MM   MM     MM
CNBF1  25.702  -81.186 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.4    MM   MM  -0.17
CNII2  41.856  -87.609 2021 05 26 13 45 260   3.6   5.1   MM  MM   MM  MM     MM    MM  19.5    MM    MM   MM     MM
CRGA2  55.474 -133.136 2021 05 26 13 24  20   1.5   2.1   MM  MM   MM  MM 1014.4    MM   2.6    MM   2.6   MM     MM
CSPA2  58.199 -136.640 2021 05 26 13 10 300   7.2   9.3   MM  MM   MM  MM 1013.4    MM   7.6    MM    MM   MM     MM
CWAF1  25.297  -81.013 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.0    MM   MM  -0.60
CWCI   47.334  -85.833 2021 05 26 13 00 280  12.9    MM   MM  MM   MM  MM 1006.8    MM   6.7    MM   4.8   MM     MM
DBLN6  42.494  -79.354 2021 05 26 13 00 210   3.1   6.2   MM  MM   MM  MM 1013.0  +0.0  24.6    MM    MM   MM     MM
DESW1  47.675 -124.485 2021 05 26 13 00 130   5.1   5.7   MM  MM   MM  MM 1021.5  -0.9  10.2    MM    MM   MM     MM
DISW3  47.079  -90.728 2021 05 26 13 00 280   9.3  11.3   MM  MM   MM  MM 1014.9  +4.8   7.1    MM   3.8   MM     MM
DPIA1  30.250  -88.075 2021 05 26 13 00 210   2.1   3.6   MM  MM   MM  MM 1022.7  +2.2  25.0    MM    MM   MM     MM
EROA2  58.971 -135.221 2021 05 26 13 24 190   8.8  10.8   MM  MM   MM  MM 1013.8    MM   8.7    MM   5.7   MM     MM
ERXA2  58.971 -135.221 2021 05 26 13 42 200   9.8  12.9   MM  MM   MM  MM 1010.1    MM   8.2    MM   6.8   MM     MM
FBIS1  32.685  -79.888 2021 05 26 13 00 220   7.2   8.8   MM  MM   MM  MM 1024.0  +1.0  24.2    MM    MM   MM     MM
FFIA2  57.272 -133.630 2021 05 26 13 00 180   4.1   5.7   MM  MM   MM  MM 1014.5  -0.8   6.8    MM    MM   MM     MM
FHPF1  28.153  -82.801 2021 05 26 12 54 120   3.6   4.1   MM  MM   MM  MM 1024.1    MM  24.2    MM    MM   MM   2.72
FILA2  59.332 -151.995 2021 05 26 13 30 190   9.3  11.3   MM  MM   MM  MM 1013.3    MM   7.8    MM   4.3   MM     MM
FPTM4  45.619  -86.660 2021 05 26 13 40 280   5.7   8.2   MM  MM   MM  MM     MM    MM  14.2    MM    MM   MM     MM
FWYF1  25.591  -80.097 2021 05 26 13 00 100   9.3  10.3   MM  MM   MM  MM 1022.4  +1.1  25.7  25.7    MM   MM     MM
GELO1  41.859  -80.975 2021 05 26 12 30 240   4.6   6.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
GEXA2  58.212 -136.381 2021 05 26 13 43 210   3.6   6.7   MM  MM   MM  MM 1011.7    MM   7.9    MM   5.1   MM     MM
GIXA2  55.446 -131.881 2021 05 26 13 42  70   1.0   2.1   MM  MM   MM  MM 1011.3    MM   7.8    MM   5.1   MM     MM
GRIM4  46.721  -87.412 2021 05 26 13 40 300   7.7   8.8   MM  MM   MM  MM 1010.7    MM  10.1    MM   6.6   MM     MM
GRMM4  46.684  -85.972 2021 05 26 13 40 280  12.9  15.4   MM  MM   MM  MM 1010.5    MM   8.7    MM    MM   MM     MM
GSLM4  44.018  -83.537 2021 05 26 13 40 200   4.6   6.7   MM  MM   MM  MM 1011.9    MM  16.0    MM    MM   MM     MM
GTLM4  45.211  -85.550 2021 05 26 13 40 240  11.3  12.9   MM  MM   MM  MM 1010.8    MM  16.7    MM    MM   MM     MM
GTRM4  47.179  -88.241 2021 05 26 13 00 310   8.2  12.9   MM  MM   MM  MM 1011.2  +5.8  10.9    MM    MM   MM     MM
GUXA2  58.408 -135.726 2021 05 26 13 42 130   1.0   1.5   MM  MM   MM  MM 1011.3    MM   7.5    MM   5.6   MM     MM
HAXA2  59.234 -135.442 2021 05 26 13 42  80   1.5   4.6   MM  MM   MM  MM 1011.3    MM   8.8    MM   6.6   MM     MM
HHLO1  41.401  -82.545 2021 05 26 13 00 220   4.6   6.2   MM  MM   MM  MM 1014.6    MM  23.2    MM    MM   MM     MM
HMSA2  59.602 -151.417 2021 05 26 13 42  30   1.0   2.1   MM  MM   MM  MM     MM    MM   7.2    MM   3.7   MM     MM
ICYA2  59.927 -141.359 2021 05 26 13 42 290   0.5   0.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
IOSN3  42.967  -70.623 2021 05 26 13 00 220   7.2   7.7   MM  MM   MM  MM 1013.7  -0.9  19.0    MM  15.6   MM     MM
JAKI2  41.781  -87.573 2021 05 26 12 00 260   3.1   4.6   MM  MM   MM  MM     MM    MM  19.5    MM    MM   MM     MM
JKYF1  25.053  -80.904 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.5    MM   MM  -0.68
JLXA2  58.298 -134.405 2021 05 26 13 43  60   1.0   2.6   MM  MM   MM  MM 1010.9    MM   6.4    MM   4.9   MM     MM
JMLA2  58.286 -134.390 2021 05 26 13 42 130   5.1   8.8   MM  MM   MM  MM 1011.2    MM   6.5    MM   4.2   MM     MM
JNGA2  58.291 -134.394 2021 05 26 13 43 120   1.5   4.6   MM  MM   MM  MM 1013.6    MM   6.5    MM   5.2   MM     MM
KBQX   28.314  -95.620 2021 05 26 13 55 130   4.1    MM   MM  MM   MM  MM     MM    MM    26    MM    24  7.8     MM
KDLP   29.121  -89.547 2021 05 26 13 55  MM     0    MM   MM  MM   MM  MM     MM    MM    27    MM    26  7.0     MM
KEMK   27.819  -94.323 2021 05 26 13 55 150   5.7    MM   MM  MM   MM  MM     MM    MM    27    MM    23  5.2     MM
KEXA2  55.352 -131.684 2021 05 26 13 42  MM   0.0   1.0   MM  MM   MM  MM 1012.3    MM    MM    MM    MM   MM     MM
KGHB   27.840  -91.988 2021 05 26 13 55  MM     0    MM   MM  MM   MM  MM     MM    MM    27    MM    26  7.0     MM
KGNA   47.745  -90.346 2021 05 26 12 56  MM   1.5    MM   MM  MM   MM  MM 1013.3    MM   9.4    MM   1.7   MM     MM
KGRY   27.625  -90.441 2021 05 26 13 50 170   2.1    MM   MM  MM   MM  MM     MM    MM    26    MM    22  8.7     MM
KHHV   26.939  -94.689 2021 05 26 13 55 130   5.1    MM   MM  MM   MM  MM     MM    MM    26    MM    24  6.1     MM
KMDJ   28.643  -89.794 2021 05 26 13 55  70   2.1    MM   MM  MM   MM  MM     MM    MM    25    MM    22  7.8     MM
KMIS   29.296  -88.842 2021 05 26 13 55  MM     0    MM   MM  MM   MM  MM     MM    MM    28    MM    22  1.7     MM
KNSW3  42.589  -87.809 2021 05 26 13 00 270   4.6   6.7   MM  MM   MM  MM 1013.5    MM  20.8    MM    MM   MM     MM
KP53   46.417  -86.650 2021 05 26 12 56 340   6.7   9.3   MM  MM   MM  MM 1009.5    MM  12.2    MM   6.7   MM     MM
KP58   44.017  -82.800 2021 05 26 13 55  MM   3.1    MM   MM  MM   MM  MM 1009.6    MM  18.9    MM  16.1   MM     MM
KP59   47.467  -87.883 2021 05 26 13 51 340   8.8  14.4   MM  MM   MM  MM 1011.3    MM   9.4    MM   4.4   MM     MM
KSCF   29.116  -91.871 2021 05 26 13 50  MM     0    MM   MM  MM   MM  MM     MM    MM    27    MM    22  8.7     MM
KTNF1  29.819  -83.594 2021 05 26 13 00 140   2.1   2.6   MM  MM   MM  MM 1023.4  +1.1  24.6    MM  21.3   MM     MM
KVAF   27.354  -94.625 2021 05 26 14 00 160   5.7    MM   MM  MM   MM  MM     MM    MM    28    MM    23  8.7     MM
KVKY   29.248  -88.441 2021 05 26 13 55  MM     0    MM   MM  MM   MM  MM     MM    MM    25    MM    22  8.7     MM
KVOA   29.229  -87.781 2021 05 26 13 55 130   6.2    MM   MM  MM   MM  MM     MM    MM    27    MM    22  8.7     MM
LCNA2  56.058 -132.690 2021 05 26 13 10 100   1.5   2.1   MM  MM   MM  MM 1014.1    MM   6.2    MM   3.9   MM     MM
LDLC3  41.306  -72.077 2021 05 26 13 10 210   1.5   2.1   MM  MM   MM  MM 1013.9    MM  15.3    MM    MM   MM     MM
LIXA2  58.540 -135.047 2021 05 26 13 42 150   4.6   5.7   MM  MM   MM  MM 1011.5    MM   7.3    MM   5.3   MM     MM
LJPC1  32.867 -117.257 2021 05 26 13 20 180   3.6   5.7  0.8   7   MM  MM     MM    MM    MM    MM    MM   MM     MM
LMDF1  25.176  -80.633 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.6    MM   MM  -0.61
LMFS1  34.107  -81.271 2021 05 26 13 20 180   2.6   3.1   MM  MM   MM  MM     MM    MM  24.6    MM    MM   MM     MM
LMRF1  25.556  -81.169 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.3    MM   MM  -1.06
LONF1  24.844  -80.864 2021 05 26 13 40  MM   5.7   6.7   MM  MM   MM  MM 1022.6    MM  25.5    MM  19.3   MM     MM
LOPL1  28.885  -90.025 2021 05 26 13 05 150   2.1   3.6   MM  MM   MM  MM 1022.1    MM  24.7    MM  20.3   MM     MM
LORO1  41.481  -82.195 2021 05 26 13 30 230   6.7   8.2   MM  MM   MM  MM     MM    MM  22.8    MM    MM   MM     MM
LRIF1  25.284  -80.894 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.7    MM   MM  -0.47
LSNF1  25.235  -80.457 2021 05 26 12 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.9    MM   MM  -0.56
MBIN7  34.091  -77.868 2021 05 26 13 30 260   3.6   6.7   MM  MM   MM  MM 1022.0    MM  26.6    MM    MM   MM     MM
MBNN7  34.171  -77.824 2021 05 26 13 30 260   3.6   5.1   MM  MM   MM  MM 1022.8    MM  26.8    MM    MM   MM     MM
MCYI3  41.729  -86.912 2021 05 26 13 30 200   5.1   5.7   MM  MM   MM  MM 1014.7    MM  18.4    MM  17.7   MM     MM
MDKF1  25.289  -80.396 2021 05 26 13 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.5    MM   MM  -0.65
MDRM1  43.969  -68.128 2021 05 26 13 00 210   8.8   9.3   MM  MM   MM  MM 1013.1  -0.4    MM    MM    MM   MM     MM
MEEM4  44.251  -86.342 2021 05 26 13 40 200   7.7  10.8   MM  MM   MM  MM 1012.9    MM  14.3    MM    MM   MM     MM
MKGM4  43.227  -86.339 2021 05 26 13 40 230   2.1   2.6   MM  MM   MM  MM 1013.7    MM  14.0    MM  13.9   MM     MM
MLWW3  43.005  -87.884 2021 05 26 13 40 290   5.1   6.2   MM  MM   MM  MM     MM    MM  21.4    MM    MM   MM     MM
MRKA2  61.082 -146.662 2021 05 26 13 30 200   4.6   5.1   MM  MM   MM  MM 1013.6    MM   7.7    MM    MM   MM     MM
MRNA2  58.198 -134.257 2021 05 26 13 42  80   2.1   4.1   MM  MM   MM  MM 1012.0    MM   6.9    MM   4.7   MM     MM
MRYA2  55.099 -131.182 2021 05 26 13 42 130   1.5   4.1   MM  MM   MM  MM 1013.4    MM   7.8    MM   5.6   MM     MM
MVXA2  58.364 -134.606 2021 05 26 13 42 180   3.6   7.2   MM  MM   MM  MM 1011.6    MM   6.6    MM   4.2   MM     MM
MXXA2  58.301 -134.425 2021 05 26 13 42  90   3.1   5.1   MM  MM   MM  MM 1011.6    MM   6.5    MM   3.0   MM     MM
NABM4  46.087  -85.444 2021 05 26 13 40 290   1.5   3.1   MM  MM   MM  MM 1008.8    MM  12.5    MM    MM   MM     MM
NKXA2  58.255 -134.945 2021 05 26 13 42 170   8.2  11.8   MM  MM   MM  MM 1012.1    MM   7.1    MM   4.6   MM     MM
NPDW3  45.291  -86.977 2021 05 26 13 40 260   5.1   8.2   MM  MM   MM  MM 1011.2    MM  17.6    MM    MM   MM     MM
NREP1  42.258  -79.792 2021 05 26 12 30 210   4.1    MM   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
NWPO3  44.613 -124.067 2021 05 26 13 00  90   2.1   2.1   MM  MM   MM  MM     MM    MM   8.5    MM    MM   MM     MM
OKSI2  41.912  -87.624 2021 05 26 12 00 270   2.1   5.1   MM  MM   MM  MM     MM    MM  20.2    MM    MM   MM     MM
OLCN6  43.341  -78.719 2021 05 26 13 00 210   4.6   7.2   MM  MM   MM  MM 1012.2  +0.0  23.5    MM    MM   MM     MM
OTNM4  46.870  -89.330 2021 05 26 13 00 310   7.2  11.3   MM  MM   MM  MM 1013.5  +6.0   8.0    MM    MM   MM     MM
PAXA2  58.159 -134.178 2021 05 26 13 43 140   1.5   5.7   MM  MM   MM  MM 1011.6    MM   6.0    MM   4.2   MM     MM
PBPA2  58.203 -134.148 2021 05 26 13 10 180   4.1   6.2   MM  MM   MM  MM 1014.2    MM   6.9    MM   4.7   MM     MM
PGXA2  57.016 -134.618 2021 05 26 13 43 150   2.6   3.1   MM  MM   MM  MM     MM    MM   6.2    MM   5.5   MM     MM
PILA2  59.742 -149.470 2021 05 26 13 30  60   3.1   3.6   MM  MM   MM  MM 1013.7    MM   5.9    MM   5.9   MM     MM
PILM4  48.223  -88.366 2021 05 26 13 00 330  11.3  12.4   MM  MM   MM  MM 1011.6  +6.9   6.3    MM    MM   MM     MM
